HGNC ID	Approved Symbol	Approved Name	Previous Symbols	Synonyms	Ensembl ID(supplied by Ensembl)
HGNC:29992	PAGE5	PAGE family member 5		PAGE-5, CT16.1, CT16.2	ENSG00000158639
HGNC:28707	PAGR1	PAXIP1 associated glutamate rich protein 1	C16orf53	MGC4606, GAS, PA1	ENSG00000280789
HGNC:8582	PAH	phenylalanine hydroxylase		PH	ENSG00000171759
HGNC:8587	PAICS	phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase	PAIS	ADE2H1, AIRC	ENSG00000128050
HGNC:16945	PAIP1	poly(A) binding protein interacting protein 1			ENSG00000172239
HGNC:17970	PAIP2	poly(A) binding protein interacting protein 2		PAIP2A	ENSG00000120727
HGNC:29200	PAIP2B	poly(A) binding protein interacting protein 2B		KIAA1155	ENSG00000124374
HGNC:8590	PAK1	p21 (RAC1) activated kinase 1			ENSG00000149269
HGNC:20882	PAK1IP1	PAK1 interacting protein 1		FLJ20624, hPIP1, PIP1, bA421M1.5, MAK11, WDR84	ENSG00000111845
HGNC:8591	PAK2	p21 (RAC1) activated kinase 2		PAK65, PAKgamma	ENSG00000180370
HGNC:8592	PAK3	p21 (RAC1) activated kinase 3	MRX30, MRX47	hPAK3, bPAK	ENSG00000077264
HGNC:16059	PAK4	p21 (RAC1) activated kinase 4			ENSG00000130669
HGNC:15916	PAK5	p21 (RAC1) activated kinase 5	PAK7	KIAA1264	ENSG00000101349
HGNC:16061	PAK6	p21 (RAC1) activated kinase 6		PAK5	ENSG00000137843
HGNC:26144	PALB2	partner and localizer of BRCA2		FLJ21816, FANCN	ENSG00000083093
HGNC:23530	PALD1	phosphatase domain containing, paladin 1	PALD, KIAA1274		ENSG00000107719
HGNC:17068	PALLD	palladin, cytoskeletal associated protein		KIAA0992, SIH002, CGI-151	ENSG00000129116
HGNC:8594	PALM	paralemmin		KIAA0270	ENSG00000099864
HGNC:15845	PALM2	paralemmin 2			ENSG00000243444
HGNC:33274	PALM3	paralemmin 3			ENSG00000187867
HGNC:15846	PALMD	palmdelphin	C1orf11	FLJ20271, PALML	ENSG00000099260
HGNC:8596	PAM	peptidylglycine alpha-amidating monooxygenase		PAL, PHM	ENSG00000145730
HGNC:29679	PAM16	presequence translocase associated motor 16		Magmas, Tim16, TIMM16	ENSG00000217930
HGNC:24554	PAMR1	peptidase domain containing associated with muscle regeneration 1		RAMP, DKFZP586H2123	ENSG00000149090
HGNC:20074	PAN2	poly(A) specific ribonuclease subunit PAN2	USP52	KIAA0710, hPAN2	ENSG00000135473
HGNC:29991	PAN3	poly(A) specific ribonuclease subunit PAN3			ENSG00000152520
HGNC:8598	PANK1	pantothenate kinase 1	PANK	MGC24596, PANK1a, PANK1b	ENSG00000152782
HGNC:15894	PANK2	pantothenate kinase 2	C20orf48, NBIA1	HSS, FLJ11729, PKAN, HARP	ENSG00000125779
HGNC:19365	PANK3	pantothenate kinase 3		FLJ12899	ENSG00000120137
HGNC:19366	PANK4	pantothenate kinase 4		FLJ10782	ENSG00000157881
HGNC:51237	PANO1	proapoptotic nucleolar protein 1		PANO	ENSG00000274897
HGNC:8599	PANX1	pannexin 1		MRS1, UNQ2529, PX1	ENSG00000110218
HGNC:8600	PANX2	pannexin 2		hPANX2, PX2	ENSG00000073150
HGNC:20573	PANX3	pannexin 3		Px3	ENSG00000154143
HGNC:20837	PAOX	polyamine oxidase		PAO	ENSG00000148832
HGNC:19262	PAPLN	papilin, proteoglycan like sulfated glycoprotein		MGC50452	ENSG00000100767
HGNC:14981	PAPOLA	poly(A) polymerase alpha		PAP	ENSG00000090060
HGNC:15970	PAPOLB	poly(A) polymerase beta		PAPT	ENSG00000218823
HGNC:14982	PAPOLG	poly(A) polymerase gamma		FLJ12972	ENSG00000115421
HGNC:8602	PAPPA	pappalysin 1		PAPP-A, PAPPA1, IGFBP-4ase, PAPA, ASBABP2, DIPLA1	ENSG00000182752
HGNC:14615	PAPPA2	pappalysin 2	PLAC3	PAPPE, PAPP-A2	ENSG00000116183
HGNC:8603	PAPSS1	3'-phosphoadenosine 5'-phosphosulfate synthase 1		ATPSK1, PAPSS	ENSG00000138801
HGNC:8604	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2		ATPSK2	ENSG00000198682
HGNC:30130	PAQR3	progestin and adipoQ receptor family member 3			ENSG00000163291
HGNC:26386	PAQR4	progestin and adipoQ receptor family member 4		FLJ30002	ENSG00000162073
HGNC:29645	PAQR5	progestin and adipoQ receptor family member 5		FLJ20190, MPRG	ENSG00000137819
HGNC:30132	PAQR6	progestin and adipoQ receptor family member 6		FLJ22672, PRdelta	ENSG00000160781
HGNC:23146	PAQR7	progestin and adipoQ receptor family member 7		mSR, MPRA	ENSG00000182749
HGNC:15708	PAQR8	progestin and adipoQ receptor family member 8	C6orf33	LMPB1, MPRB	ENSG00000170915
HGNC:30131	PAQR9	progestin and adipoQ receptor family member 9		FLJ41938	ENSG00000188582
HGNC:16051	PARD3	par-3 family cell polarity regulator		PAR3, PARD3A, Bazooka, Baz, ASIP, PPP1R118	ENSG00000148498
HGNC:14446	PARD3B	par-3 family cell polarity regulator beta	ALS2CR19	Par3L, PAR3beta	ENSG00000116117
HGNC:15943	PARD6A	par-6 family cell polarity regulator alpha		PAR-6, PAR-6A, TAX40, PAR6alpha, TIP-40	ENSG00000102981
HGNC:16245	PARD6B	par-6 family cell polarity regulator beta		PAR-6B	ENSG00000124171
HGNC:16076	PARD6G	par-6 family cell polarity regulator gamma		PAR-6G, PAR6gamma	ENSG00000178184
HGNC:8605	PARG	poly(ADP-ribose) glycohydrolase			ENSG00000227345
HGNC:16369	PARK7	Parkinsonism associated deglycase		DJ-1, DJ1, GATD2	ENSG00000116288
HGNC:18253	PARL	presenilin associated rhomboid like	PSARL	PRO2207, PSARL1, RHBDS1	ENSG00000175193
HGNC:24536	PARM1	prostate androgen-regulated mucin-like protein 1		DKFZP564O0823, Cipar1, WSC4	ENSG00000169116
HGNC:8609	PARN	poly(A)-specific ribonuclease		DAN	ENSG00000140694
HGNC:270	PARP1	poly(ADP-ribose) polymerase 1	PPOL, ADPRT	PARP	ENSG00000143799
HGNC:272	PARP2	poly(ADP-ribose) polymerase 2	ADPRTL2		ENSG00000129484
HGNC:273	PARP3	poly(ADP-ribose) polymerase family member 3	ADPRTL3	ADPRT3, IRT1, hPARP-3, pADPRT-3	ENSG00000041880
HGNC:271	PARP4	poly(ADP-ribose) polymerase family member 4	ADPRTL1	VAULT3, p193, VPARP, VWA5C	ENSG00000102699
HGNC:26921	PARP6	poly(ADP-ribose) polymerase family member 6		pART17	ENSG00000137817
HGNC:26124	PARP8	poly(ADP-ribose) polymerase family member 8		FLJ21308, pART16	ENSG00000151883
HGNC:24118	PARP9	poly(ADP-ribose) polymerase family member 9		BAL, BAL1	ENSG00000138496
HGNC:25895	PARP10	poly(ADP-ribose) polymerase family member 10		FLJ14464	ENSG00000178685
HGNC:1186	PARP11	poly(ADP-ribose) polymerase family member 11	C12orf6		ENSG00000111224
HGNC:21919	PARP12	poly(ADP-ribose) polymerase family member 12	ZC3HDC1	FLJ22693, PARP-12, ZC3H1	ENSG00000059378
HGNC:29232	PARP14	poly(ADP-ribose) polymerase family member 14		KIAA1268, pART8	ENSG00000173193
HGNC:26876	PARP15	poly(ADP-ribose) polymerase family member 15		FLJ40597, pART7	ENSG00000173200
HGNC:26040	PARP16	poly(ADP-ribose) polymerase family member 16	C15orf30	FLJ20509, FLJ25281, pART15	ENSG00000138617
HGNC:26074	PARPBP	PARP1 binding protein	C12orf48	FLJ20641, PARI	ENSG00000185480
HGNC:30563	PARS2	prolyl-tRNA synthetase 2, mitochondrial		DKFZp727A071	ENSG00000162396
HGNC:14652	PARVA	parvin alpha	MXRA2	FLJ12254, FLJ10793	ENSG00000197702
HGNC:14653	PARVB	parvin beta		CGI-56	ENSG00000188677
HGNC:14654	PARVG	parvin gamma			ENSG00000138964
HGNC:20686	PASD1	PAS domain containing repressor 1		CT63	ENSG00000166049
HGNC:17270	PASK	PAS domain containing serine/threonine kinase		PASKIN, KIAA0135, STK37	ENSG00000115687
HGNC:24664	PATE1	prostate and testis expressed 1		PATE	ENSG00000171053
HGNC:32249	PATE2	prostate and testis expressed 2	C11orf38	UNQ3112, LVLF3112, PATE-M	ENSG00000196844
HGNC:35426	PATE3	prostate and testis expressed 3		PATE-DJ, HEL-127	ENSG00000236027
HGNC:35427	PATE4	prostate and testis expressed 4		FLJ41047, PATE-B	ENSG00000237353
HGNC:28881	PATJ	PATJ, crumbs cell polarity complex component	INADL	Cipp	ENSG00000132849
HGNC:26721	PATL1	PAT1 homolog 1, processing body mRNA decay factor		FLJ36874, Pat1b	ENSG00000166889
HGNC:33630	PATL2	PAT1 homolog 2		Pat1a	ENSG00000229474
HGNC:13071	PATZ1	POZ/BTB and AT hook containing zinc finger 1	ZNF278	MAZR, dJ400N23, ZBTB19, ZSG, RIAZ, PATZ	ENSG00000100105
HGNC:8614	PAWR	pro-apoptotic WT1 regulator		par-4, PAR4	ENSG00000177425
HGNC:8615	PAX1	paired box 1			ENSG00000125813
HGNC:8616	PAX2	paired box 2			ENSG00000075891
HGNC:8617	PAX3	paired box 3	WS1	HUP2	ENSG00000135903
HGNC:8618	PAX4	paired box 4		MODY9	ENSG00000106331
HGNC:8619	PAX5	paired box 5		BSAP	ENSG00000196092
HGNC:8620	PAX6	paired box 6	AN2	D11S812E, AN, WAGR	ENSG00000007372
HGNC:8621	PAX7	paired box 7		Hup1	ENSG00000009709
HGNC:8622	PAX8	paired box 8			ENSG00000125618
HGNC:8623	PAX9	paired box 9			ENSG00000198807
HGNC:13579	PAXBP1	PAX3 and PAX7 binding protein 1	C21orf66, GCFC1	GCFC, fSAP105	ENSG00000159086
HGNC:8624	PAXIP1	PAX interacting protein 1	PAXIP1L	CAGF29, CAGF28, TNRC2, PTIP	ENSG00000157212
HGNC:27849	PAXX	PAXX, non-homologous end joining factor	C9orf142	XLS	ENSG00000148362
HGNC:28790	PBDC1	polysaccharide biosynthesis domain containing 1	CXorf26	MGC874	ENSG00000102390
HGNC:18282	PBK	PDZ binding kinase		TOPK, FLJ14385, Nori-3, SPK, CT84	ENSG00000168078
HGNC:23301	PBLD	phenazine biosynthesis like protein domain containing		MAWBP, MAWDBP, FLJ14767	ENSG00000108187
HGNC:21079	PBOV1	prostate and breast cancer overexpressed 1		UC28, UROC28	ENSG00000254440
HGNC:30064	PBRM1	polybromo 1		BAF180, PB1	ENSG00000163939
HGNC:8632	PBX1	PBX homeobox 1			ENSG00000185630
HGNC:8633	PBX2	PBX homeobox 2		G17, HOX12, PBX2MHC	ENSG00000204304
HGNC:8634	PBX3	PBX homeobox 3			ENSG00000167081
HGNC:13403	PBX4	PBX homeobox 4			ENSG00000105717
HGNC:21199	PBXIP1	PBX homeobox interacting protein 1		HPIP	ENSG00000163346
HGNC:8636	PC	pyruvate carboxylase		PCB	ENSG00000173599
HGNC:34383	PCARE	photoreceptor cilium actin regulator	C2orf71	FLJ34931, RP54	ENSG00000179270
HGNC:8646	PCBD1	pterin-4 alpha-carbinolamine dehydratase 1	DCOH, PCBD	PCD	ENSG00000166228
HGNC:24474	PCBD2	pterin-4 alpha-carbinolamine dehydratase 2		DCOHM, DCOH2	ENSG00000132570
HGNC:8647	PCBP1	poly(rC) binding protein 1		HNRPE1, hnRNP-E1, HNRPX, hnRNP-X	ENSG00000169564
HGNC:8648	PCBP2	poly(rC) binding protein 2		HNRPE2, hnRNP-E2, HNRNPE2	ENSG00000197111
HGNC:8651	PCBP3	poly(rC) binding protein 3	PCBP3-OT1, PCBP3OT	FLJ44028	ENSG00000183570
HGNC:8652	PCBP4	poly(rC) binding protein 4		MCG10, LIP4	ENSG00000090097
HGNC:8653	PCCA	propionyl-CoA carboxylase subunit alpha			ENSG00000175198
HGNC:8654	PCCB	propionyl-CoA carboxylase subunit beta			ENSG00000114054
HGNC:8655	PCDH1	protocadherin 1		pc42	ENSG00000156453
HGNC:8659	PCDH7	protocadherin 7		BH-Pcdh, PPP1R120	ENSG00000169851
HGNC:8660	PCDH8	protocadherin 8		PAPC, ARCADLIN	ENSG00000136099
HGNC:8661	PCDH9	protocadherin 9			ENSG00000184226
HGNC:13404	PCDH10	protocadherin 10		OL-PCDH, KIAA1400	ENSG00000138650
HGNC:8656	PCDH11X	protocadherin 11 X-linked	PCDH11	PCDH-X, PCDHX, PPP1R119	ENSG00000102290
HGNC:15813	PCDH11Y	protocadherin 11 Y-linked	PCDH22	PCDHY	ENSG00000099715
HGNC:8657	PCDH12	protocadherin 12		VE-cadherin-2	ENSG00000113555
HGNC:14674	PCDH15	protocadherin related 15	USH1F, DFNB23	CDHR15	ENSG00000150275
HGNC:14267	PCDH17	protocadherin 17		PCDH68, PCH68	ENSG00000118946
HGNC:14268	PCDH18	protocadherin 18		KIAA1562, PCDH68L	ENSG00000189184
HGNC:14270	PCDH19	protocadherin 19	EFMR	KIAA1313, EIEE9	ENSG00000165194
HGNC:14257	PCDH20	protocadherin 20		PCDH13, FLJ22218	ENSG00000280165
HGNC:8662	PCDHA@	protocadherin alpha cluster, complex locus	CNRS1	CNR1	
HGNC:8679	PCDHB@	protocadherin beta cluster		PCDH3	
HGNC:8695	PCDHG@	protocadherin gamma cluster		PCDH2, PCDH4	
HGNC:16212	PCED1A	PC-esterase domain containing 1A	C20orf81, FAM113A	bA12M19.1, FLJ22376	ENSG00000132635
HGNC:28255	PCED1B	PC-esterase domain containing 1B	FAM113B	MGC16044	ENSG00000179715
HGNC:30097	PCF11	PCF11, cleavage and polyadenylation factor subunit		KIAA0824	ENSG00000165494
HGNC:17615	PCGF1	polycomb group ring finger 1		NSPC1, RNF68, MGC10882	ENSG00000115289
HGNC:12929	PCGF2	polycomb group ring finger 2	ZNF144, RNF110	MEL-18	ENSG00000277258
HGNC:10066	PCGF3	polycomb group ring finger 3	RNF3	FLJ36550, DONG1, RNF3A, MGC40413	ENSG00000185619
HGNC:28264	PCGF5	polycomb group ring finger 5	RNF159	MGC16202	ENSG00000180628
HGNC:21156	PCGF6	polycomb group ring finger 6	RNF134	MBLR	ENSG00000156374
HGNC:25653	PCID2	PCI domain containing 2		FLJ11305	ENSG00000126226
HGNC:16200	PCIF1	PDX1 C-terminal inhibiting factor 1	C20orf67	bA465L10.1, PPP1R121	ENSG00000100982
HGNC:8724	PCK1	phosphoenolpyruvate carboxykinase 1		PEPCK-C	ENSG00000124253
HGNC:8725	PCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial		PEPCK, PEPCK2	ENSG00000100889
HGNC:28961	PCLAF	PCNA clamp associated factor	KIAA0101	NS5ATP9, OEATC-1, p15(PAF), PAF15	ENSG00000166803
HGNC:13406	PCLO	piccolo presynaptic cytomatrix protein		KIAA0559, DKFZp779G1236, ACZ	ENSG00000186472
HGNC:8727	PCM1	pericentriolar material 1		PTC4	ENSG00000078674
HGNC:8728	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase			ENSG00000120265
HGNC:30483	PCMTD1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1		FLJ10883	ENSG00000168300
HGNC:15882	PCMTD2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2	C20orf36	FLJ10883	ENSG00000203880
HGNC:8729	PCNA	proliferating cell nuclear antigen			ENSG00000132646
HGNC:30023	PCNP	PEST proteolytic signal containing nuclear protein			ENSG00000081154
HGNC:16068	PCNT	pericentrin	PCNT2	KEN, KIAA0402, PCN, PCNTB, SCKL4	ENSG00000160299
HGNC:19740	PCNX1	pecanex homolog 1	PCNXL1, PCNX	KIAA0995, KIAA0805, pecanex	ENSG00000100731
HGNC:8736	PCNX2	pecanex homolog 2	PCNXL2	KIAA0435, FLJ11383	ENSG00000135749
HGNC:18760	PCNX3	pecanex homolog 3	PCNXL3	FLJ22427	ENSG00000197136
HGNC:20349	PCNX4	pecanex homolog 4	C14orf135, PCNXL4		ENSG00000126773
HGNC:8738	PCOLCE	procollagen C-endopeptidase enhancer		PCPE, PCPE1	ENSG00000106333
HGNC:8739	PCOLCE2	procollagen C-endopeptidase enhancer 2		PCPE2	ENSG00000163710
HGNC:30209	PCP2	Purkinje cell protein 2		MGC41903, GPSM4	ENSG00000174788
HGNC:8742	PCP4	Purkinje cell protein 4		PEP-19	ENSG00000183036
HGNC:20448	PCP4L1	Purkinje cell protein 4 like 1		IQM1	ENSG00000248485
HGNC:8743	PCSK1	proprotein convertase subtilisin/kexin type 1	NEC1	PC1, PC3, SPC3	ENSG00000175426
HGNC:17301	PCSK1N	proprotein convertase subtilisin/kexin type 1 inhibitor		SAAS, SgVIII, SCG8, proSAAS, PEN, BigLEN	ENSG00000102109
HGNC:8744	PCSK2	proprotein convertase subtilisin/kexin type 2	NEC2	PC2, SPC2	ENSG00000125851
HGNC:8746	PCSK4	proprotein convertase subtilisin/kexin type 4		PC4, SPC5, DKFZp434B217, MGC34749	ENSG00000115257
HGNC:8747	PCSK5	proprotein convertase subtilisin/kexin type 5		PC5, PC6, SPC6	ENSG00000099139
HGNC:8569	PCSK6	proprotein convertase subtilisin/kexin type 6	PACE4	SPC4	ENSG00000140479
HGNC:8748	PCSK7	proprotein convertase subtilisin/kexin type 7		PC7, PC8, LPC, SPC7	ENSG00000160613
HGNC:20001	PCSK9	proprotein convertase subtilisin/kexin type 9	HCHOLA3	NARC-1, FH3	ENSG00000169174
HGNC:8752	PCTP	phosphatidylcholine transfer protein		STARD2	ENSG00000141179
HGNC:20588	PCYOX1	prenylcysteine oxidase 1		KIAA0908, PCL1	ENSG00000116005
HGNC:28477	PCYOX1L	prenylcysteine oxidase 1 like		MGC3265	ENSG00000145882
HGNC:8754	PCYT1A	phosphate cytidylyltransferase 1, choline, alpha	PCYT1	CT, CTPCT	ENSG00000161217
HGNC:8755	PCYT1B	phosphate cytidylyltransferase 1, choline, beta		CCT-beta, CTB	ENSG00000102230
HGNC:8756	PCYT2	phosphate cytidylyltransferase 2, ethanolamine		ET	ENSG00000185813
HGNC:14634	PDAP1	PDGFA associated protein 1		PAP1, PAP, HASPP28	ENSG00000106244
HGNC:8759	PDC	phosducin		MEKA	ENSG00000116703
HGNC:8760	PDCD1	programmed cell death 1	SLEB2	CD279, PD1, hSLE1, PD-1	ENSG00000188389
HGNC:18731	PDCD1LG2	programmed cell death 1 ligand 2		PD-L2, Btdc, PDL2, bA574F11.2, CD273, B7-DC	ENSG00000197646
HGNC:8762	PDCD2	programmed cell death 2		ZMYND7, RP8	ENSG00000071994
HGNC:28194	PDCD2L	programmed cell death 2 like		MGC13096	ENSG00000126249
HGNC:8763	PDCD4	programmed cell death 4		H731	ENSG00000150593
HGNC:8764	PDCD5	programmed cell death 5		TFAR19, MGC9294	ENSG00000105185
HGNC:8765	PDCD6	programmed cell death 6		ALG-2, PEF1B	ENSG00000249915
HGNC:8766	PDCD6IP	programmed cell death 6 interacting protein		Alix, AIP1, Hp95	ENSG00000170248
HGNC:8767	PDCD7	programmed cell death 7		HES18, ES18	ENSG00000090470
HGNC:8761	PDCD10	programmed cell death 10	CCM3	TFAR15	ENSG00000114209
HGNC:13408	PDCD11	programmed cell death 11		KIAA0185, ALG-4, RRP5	ENSG00000148843
HGNC:8770	PDCL	phosducin like		PhLP, DKFZp564M1863	ENSG00000136940
HGNC:29524	PDCL2	phosducin like 2		GCPHLP	ENSG00000163440
HGNC:28860	PDCL3	phosducin like 3		VIAF1	ENSG00000115539
HGNC:8774	PDE1A	phosphodiesterase 1A			ENSG00000115252
HGNC:8775	PDE1B	phosphodiesterase 1B	PDES1B		ENSG00000123360
HGNC:8776	PDE1C	phosphodiesterase 1C		Hcam3	ENSG00000154678
HGNC:8777	PDE2A	phosphodiesterase 2A			ENSG00000186642
HGNC:8778	PDE3A	phosphodiesterase 3A		CGI-PDE	ENSG00000172572
HGNC:8779	PDE3B	phosphodiesterase 3B		HcGIP1	ENSG00000152270
HGNC:8780	PDE4A	phosphodiesterase 4A	DPDE2		ENSG00000065989
HGNC:8781	PDE4B	phosphodiesterase 4B	DPDE4		ENSG00000184588
HGNC:8782	PDE4C	phosphodiesterase 4C	DPDE1		ENSG00000105650
HGNC:8783	PDE4D	phosphodiesterase 4D	DPDE3		ENSG00000113448
HGNC:15580	PDE4DIP	phosphodiesterase 4D interacting protein	CMYA2	KIAA0477, KIAA0454, MMGL	ENSG00000178104
HGNC:8784	PDE5A	phosphodiesterase 5A			ENSG00000138735
HGNC:8785	PDE6A	phosphodiesterase 6A	PDEA	RP43	ENSG00000132915
HGNC:8786	PDE6B	phosphodiesterase 6B	PDEB	CSNB3, rd1, RP40, CSNBAD2	ENSG00000133256
HGNC:8787	PDE6C	phosphodiesterase 6C		PDEA2, ACHM5, COD4	ENSG00000095464
HGNC:8788	PDE6D	phosphodiesterase 6D		JBTS22	ENSG00000156973
HGNC:8789	PDE6G	phosphodiesterase 6G	PDEG	RP57	ENSG00000185527
HGNC:8790	PDE6H	phosphodiesterase 6H			ENSG00000139053
HGNC:8791	PDE7A	phosphodiesterase 7A		HCP1	ENSG00000205268
HGNC:8792	PDE7B	phosphodiesterase 7B			ENSG00000171408
HGNC:8793	PDE8A	phosphodiesterase 8A		HsT19550	ENSG00000073417
HGNC:8794	PDE8B	phosphodiesterase 8B			ENSG00000113231
HGNC:8795	PDE9A	phosphodiesterase 9A			ENSG00000160191
HGNC:8772	PDE10A	phosphodiesterase 10A			ENSG00000112541
HGNC:8773	PDE11A	phosphodiesterase 11A			ENSG00000128655
HGNC:25386	PDE12	phosphodiesterase 12		DKFZp667B1218, 2'-PDE, 3635	ENSG00000174840
HGNC:30012	PDF	peptide deformylase, mitochondrial			ENSG00000258429
HGNC:8799	PDGFA	platelet derived growth factor subunit A		PDGF1, PDGF-A	ENSG00000197461
HGNC:8800	PDGFB	platelet derived growth factor subunit B	SIS	SSV	ENSG00000100311
HGNC:8801	PDGFC	platelet derived growth factor C		SCDGF, fallotein	ENSG00000145431
HGNC:30620	PDGFD	platelet derived growth factor D		SCDGF-B, MSTP036, IEGF	ENSG00000170962
HGNC:8803	PDGFRA	platelet derived growth factor receptor alpha		CD140a, PDGFR2, GAS9	ENSG00000134853
HGNC:8804	PDGFRB	platelet derived growth factor receptor beta	PDGFR	JTK12, CD140b, PDGFR1	ENSG00000113721
HGNC:8805	PDGFRL	platelet derived growth factor receptor like		PRLTS	ENSG00000104213
HGNC:8806	PDHA1	pyruvate dehydrogenase E1 alpha 1 subunit	PDHA		ENSG00000131828
HGNC:8807	PDHA2	pyruvate dehydrogenase E1 alpha 2 subunit	PDHAL		ENSG00000163114
HGNC:8808	PDHB	pyruvate dehydrogenase E1 beta subunit		PDHE1B	ENSG00000168291
HGNC:21350	PDHX	pyruvate dehydrogenase complex component X		E3BP, proX, PDX1, OPDX, DLDBP	ENSG00000110435
HGNC:14180	PDIA2	protein disulfide isomerase family A member 2	PDIP	PDA2, PDI, PDIR	ENSG00000185615
HGNC:4606	PDIA3	protein disulfide isomerase family A member 3	GRP58	P58, ERp61, ERp57, ERp60, GRP57, PI-PLC, HsT17083	ENSG00000167004
HGNC:30167	PDIA4	protein disulfide isomerase family A member 4		ERP70, ERP72	ENSG00000155660
HGNC:24811	PDIA5	protein disulfide isomerase family A member 5		PDIR, FLJ30401	ENSG00000065485
HGNC:30168	PDIA6	protein disulfide isomerase family A member 6	TXNDC7	P5, ERp5	ENSG00000143870
HGNC:18981	PDIK1L	PDLIM1 interacting kinase 1 like		CLIK1L	ENSG00000175087
HGNC:27338	PDILT	protein disulfide isomerase like, testis expressed		PDIA7	ENSG00000169340
HGNC:8809	PDK1	pyruvate dehydrogenase kinase 1			ENSG00000152256
HGNC:8810	PDK2	pyruvate dehydrogenase kinase 2		PDHK2	ENSG00000005882
HGNC:8811	PDK3	pyruvate dehydrogenase kinase 3			ENSG00000067992
HGNC:8812	PDK4	pyruvate dehydrogenase kinase 4			ENSG00000004799
HGNC:2067	PDLIM1	PDZ and LIM domain 1	CLIM1	CLP-36, hCLIM1, CLP36	ENSG00000107438
HGNC:13992	PDLIM2	PDZ and LIM domain 2			ENSG00000120913
HGNC:20767	PDLIM3	PDZ and LIM domain 3		ALP	ENSG00000154553
HGNC:16501	PDLIM4	PDZ and LIM domain 4		RIL	ENSG00000131435
HGNC:17468	PDLIM5	PDZ and LIM domain 5		LIM, Enh	ENSG00000163110
HGNC:22958	PDLIM7	PDZ and LIM domain 7		ENIGMA	ENSG00000196923
HGNC:9279	PDP1	pyruvate dehyrogenase phosphatase catalytic subunit 1	PPM2C	PDP, PDH, PPM2A	ENSG00000164951
HGNC:30263	PDP2	pyruvate dehyrogenase phosphatase catalytic subunit 2		KIAA1348, PPM2C2, PPM2B	ENSG00000172840
HGNC:8816	PDPK1	3-phosphoinositide dependent protein kinase 1		PDK1	ENSG00000140992
HGNC:29602	PDPN	podoplanin		T1A-2, Gp38, aggrus, GP40, PA2.26	ENSG00000162493
HGNC:30264	PDPR	pyruvate dehydrogenase phosphatase regulatory subunit		PDP3	ENSG00000090857
HGNC:16119	PDRG1	p53 and DNA damage regulated 1	C20orf126	dJ310O13.3	ENSG00000088356
HGNC:29088	PDS5A	PDS5 cohesin associated factor A		KIAA0648, PIG54, SCC-112	ENSG00000121892
HGNC:20418	PDS5B	PDS5 cohesin associated factor B	APRIN	AS3, KIAA0979, FLJ23236, CG008	ENSG00000083642
HGNC:17759	PDSS1	decaprenyl diphosphate synthase subunit 1	TPRT	TPT, COQ1	ENSG00000148459
